token,label
"('form', 'Wikipedia')","('misc', None)"
"('form', 'pertenezca')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'todos')","('misc', None)"
"('form', '\x96')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '¿')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'o')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'nadie')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '?')","('misc', None)"
"('form', '¿')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'O')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'Wales')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '?')","('misc', None)"
"('form', '\x96')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'arma')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'doble')","('misc', None)"
"('form', 'filo')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Esta')","('misc', None)"
"('form', 'empresa')","('misc', None)"
"('form', 'colectiva')","('misc', None)"
"('form', 'hace')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'nadie')","('misc', None)"
"('form', 'gane')","('misc', None)"
"('form', 'dinero')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'pero')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'según')","('misc', None)"
"('form', 'Wales')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'esto')","('misc', None)"
"('form', 'hará')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'enciclopedia')","('misc', None)"
"('form', 'trascienda')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'dure')","('misc', None)"
"('form', 'más')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'Facebook')","('misc', None)"
"('form', 'o')","('misc', None)"
"('form', 'Twitter')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'A')","('misc', None)"
"('form', 'su')","('misc', None)"
"('form', 'vez')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'si')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'día')","('misc', None)"
"('form', 'Wales')","('misc', None)"
"('form', 'despertara')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'signo')","('misc', None)"
"('form', 'dólares')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'su')","('misc', None)"
"('form', 'cabeza')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'podría')","('misc', None)"
"('form', 'intentar')","('misc', None)"
"('form', 'abrir')","('misc', None)"
"('form', 'su')","('misc', None)"
"('form', 'plataforma')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'algún')","('misc', None)"
"('form', 'tipo')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'apoyo')","('misc', None)"
"('form', 'publicitario')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Pero')","('misc', None)"
"('form', 'eso')","('misc', None)"
"('form', 'podría')","('misc', None)"
"('form', 'generar')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'revuelta')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'granja')","('misc', None)"
"('form', 'global')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'voluntarios')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'quienes')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'reciben')","('misc', None)"
"('form', 'ningún')","('misc', None)"
"('form', 'tipo')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'pago')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'El')","('misc', None)"
"('form', 'diseño')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'manera')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'mostrar')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'contenidos')","('misc', None)"
"('form', 'ha')","('misc', None)"
"('form', 'cambiado')","('misc', None)"
"('form', 'muy')","('misc', None)"
"('form', 'poco')","('misc', None)"
"('form', 'desde')","('misc', None)"
"('form', 'su')","('misc', None)"
"('form', 'lanzamiento')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '¿')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Planean')","('misc', None)"
"('form', 'alguna')","('misc', None)"
"('form', 'evolución')","('misc', None)"
"('form', 'hacia')","('misc', None)"
"('form', 'algo')","('misc', None)"
"('form', 'menos')","('misc', None)"
"('form', 'estático')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'más')","('misc', None)"
"('form', 'atractivo')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '?')","('misc', None)"
"('form', 'Estamos')","('misc', None)"
"('form', 'cambiando')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'tecnología')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'mejor')","('misc', None)"
"('form', 'navegación')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'pero')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'esperamos')","('misc', None)"
"('form', 'muchos')","('misc', None)"
"('form', 'cambios')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'diseño')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Nos')","('misc', None)"
"('form', 'gusta')","('misc', None)"
"('form', 'así')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'queremos')","('misc', None)"
"('form', 'parecernos')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'Facebook')","('misc', None)"
"('form', 'ni')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'nada')","('misc', None)"
"('form', 'por')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'estilo')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Algo')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'Wales')","('misc', None)"
"('form', 'le')","('misc', None)"
"('form', 'pone')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'pelos')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'punta')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'pregunta')","('misc', None)"
"('form', 'recurrente')","('misc', None)"
"('form', 'acerca')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'posibilidad')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'certificar')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'algún')","('misc', None)"
"('form', 'modo')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'artículos')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'mostrar')","('misc', None)"
"('form', 'cuáles')","('misc', None)"
"('form', 'han')","('misc', None)"
"('form', 'sido')","('misc', None)"
"('form', 'desarrollados')","('misc', None)"
"('form', 'por')","('misc', None)"
"('form', 'expertos')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'área')","('misc', None)"
"('form', 'específica')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Es')","('misc', None)"
"('form', 'lo')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'considero')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'pensamiento')","('misc', None)"
"('form', 'totalmente')","('misc', None)"
"('form', 'incorrecto')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Esa')","('misc', None)"
"('form', 'noción')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'tener')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'mejor')","('misc', None)"
"('form', 'información')","('misc', None)"
"('form', 'hay')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'tener')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'experto')","('misc', None)"
"('form', 'certificado')","('misc', None)"
"('form', 'atrasa')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Sí')","('misc', None)"
"('form', 'hay')","('misc', None)"
"('form', 'mucha')","('misc', None)"
"('form', 'evidencia')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'tener')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'mejor')","('misc', None)"
"('form', 'información')","('misc', None)"
"('form', 'parte')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'tener')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'diálogo')","('misc', None)"
"('form', 'pensado')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'libre')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'público')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'asegura')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Cuando')","('misc', None)"
"('form', 'comenzó')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'proyecto')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'muchos')","('misc', None)"
"('form', 'sugerían')","('misc', None)"
"('form', 'subir')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'contenido')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'Enciclopedia')","('misc', None)"
"('form', 'Británica')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', '1911')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'tomarlo')","('misc', None)"
"('form', 'como')","('misc', None)"
"('form', 'punto')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'partida')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Pero')","('misc', None)"
"('form', 'Wales')","('misc', None)"
"('form', 'lo')","('misc', None)"
"('form', 'rechazó')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Podrías')","('misc', None)"
"('form', 'pensar')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ':')","('misc', None)"
"('form', 'está')","('misc', None)"
"('form', 'bien')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', '¿')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'qué')","('misc', None)"
"('form', 'puede')","('misc', None)"
"('form', 'haber')","('misc', None)"
"('form', 'cambiado')","('misc', None)"
"('form', 'sobre')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'por')","('misc', None)"
"('form', 'ejemplo')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'Julio')","('misc', None)"
"('form', 'César')","('misc', None)"
"('form', 'desde')","('misc', None)"
"('form', 'entonces')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '?')","('misc', None)"
"('form', '\x92')","('misc', None)"
"('form', 'La')","('misc', None)"
"('form', 'respuesta')","('misc', None)"
"('form', 'es')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ':')","('misc', None)"
"('form', 'mucho')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Las')","('misc', None)"
"('form', 'miradas')","('misc', None)"
"('form', 'sobre')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'acontecimientos')","('misc', None)"
"('form', 'evolucionan')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'por')","('misc', None)"
"('form', 'eso')","('misc', None)"
"('form', 'creo')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'Wikipedia')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'prueba')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'futuro')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'porque')","('misc', None)"
"('form', 'está')","('misc', None)"
"('form', 'siempre')","('misc', None)"
"('form', 'evolucionando')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'enfatiza')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Otra')","('misc', None)"
"('form', 'crítica')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'repite')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'foros')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'sobre')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'Wales')","('misc', None)"
"('form', 'ha')","('misc', None)"
"('form', 'sido')","('misc', None)"
"('form', 'largamente')","('misc', None)"
"('form', 'consultado')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'muchos')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'artículos')","('misc', None)"
"('form', 'parecen')","('misc', None)"
"('form', 'ser')","('misc', None)"
"('form', 'poseídos')","('misc', None)"
"('form', 'por')","('misc', None)"
"('form', 'unos')","('misc', None)"
"('form', 'pocos')","('misc', None)"
"('form', 'editores')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'estilo')","('misc', None)"
"('form', 'dictatorial')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'sólo')","('misc', None)"
"('form', 'quieren')","('misc', None)"
"('form', 'expresar')","('misc', None)"
"('form', 'su')","('misc', None)"
"('form', 'visión')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Anna')","('misc', None)"
"('form', 'Torres')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'directora')","('misc', None)"
"('form', 'ejecutiva')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'Wikimedia')","('misc', None)"
"('form', 'Argentina')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'sale')","('misc', None)"
"('form', 'al')","('misc', None)"
"('form', 'cruce')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'estas')","('misc', None)"
"('form', 'acusaciones')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Wikipedia')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'democracia')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Cualquiera')","('misc', None)"
"('form', 'puede')","('misc', None)"
"('form', 'editar')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'contenido')","('misc', None)"
"('form', 'si')","('misc', None)"
"('form', 'puede')","('misc', None)"
"('form', 'fundamentar')","('misc', None)"
"('form', 'su')","('misc', None)"
"('form', 'aporte')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'fuentes')","('misc', None)"
"('form', 'confiables')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Wikipedia')","('misc', None)"
"('form', 'ofrece')","('misc', None)"
"('form', 'herramientas')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'evitar')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'sesgo')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'pocos')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'pone')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'discusión')","('misc', None)"
"('form', 'todo')","('misc', None)"
"('form', 'lo')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'sea')","('misc', None)"
"('form', 'necesario')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'describe')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Wales')","('misc', None)"
"('form', 'ha')","('misc', None)"
"('form', 'reconocido')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'muchas')","('misc', None)"
"('form', 'veces')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'inician')","('misc', None)"
"('form', 'pujas')","('misc', None)"
"('form', 'entre')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'editores')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'sus')","('misc', None)"
"('form', 'distintas')","('misc', None)"
"('form', 'maneras')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'entender')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'información')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'lo')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'considera')","('misc', None)"
"('form', 'sano')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'diferencial')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'Wikipedia')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Wales')","('misc', None)"
"('form', 'ha')","('misc', None)"
"('form', 'visitado')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'Argentina')","('misc', None)"
"('form', 'varias')","('misc', None)"
"('form', 'veces')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Es')","('misc', None)"
"('form', 'amigo')","('misc', None)"
"('form', 'del')","('misc', None)"
"('form', 'empresario')","('misc', None)"
"('form', 'Martín')","('misc', None)"
"('form', 'Varsavsky')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'fundador')","('misc', None)"
"('form', 'del')","('misc', None)"
"('form', 'portal')","('misc', None)"
"('form', 'Educ.ar')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'quien')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', '2009')","('misc', None)"
"('form', 'le')","('misc', None)"
"('form', 'hizo')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'regalo')","('misc', None)"
"('form', 'especial')","('misc', None)"
"('form', 'por')","('misc', None)"
"('form', 'su')","('misc', None)"
"('form', 'casamiento')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'Después')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'contarle')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'dificultades')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'Educ.ar')","('misc', None)"
"('form', 'atravesaba')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'intentando')","('misc', None)"
"('form', 'asegurar')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'acceso')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'Internet')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'computadoras')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'habíamos')","('misc', None)"
"('form', 'distribuido')","('misc', None)"
"('form', 'por')","('misc', None)"
"('form', 'los')","('misc', None)"
"('form', 'colegios')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'Jimmy')","('misc', None)"
"('form', 'nos')","('misc', None)"
"('form', 'sorprendió')","('misc', None)"
"('form', 'con')","('misc', None)"
"('form', 'una')","('misc', None)"
"('form', 'versión')","('misc', None)"
"('form', 'offline')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'Wikipedia')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'español')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'cuenta')","('misc', None)"
"('form', 'Varsavsky')","('misc', None)"
"('form', 'desde')","('misc', None)"
"('form', 'su')","('misc', None)"
"('form', 'casa')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'España')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'El')","('misc', None)"
"('form', 'desafío')","('misc', None)"
"('form', 'no')","('misc', None)"
"('form', 'estaba')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'meter')","('misc', None)"
"('form', 'todo')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'contenido')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'Wikipedia')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'soporte')","('misc', None)"
"('form', '\x96')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'de')","('misc', None)"
"('form', 'hecho')","('misc', None)"
"('form', 'entra')","('misc', None)"
"('form', 'todo')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'DVD')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '\x96')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'sino')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'desarrollar')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'lector')","('misc', None)"
"('form', 'offline')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'proporcionara')","('misc', None)"
"('form', 'las')","('misc', None)"
"('form', 'funciones')","('misc', None)"
"('form', 'básicas')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'búsqueda')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'presentación')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'utilizando')","('misc', None)"
"('form', 'sólo')","('misc', None)"
"('form', 'software')","('misc', None)"
"('form', 'libre')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '/')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'abierto')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', 'El')","('misc', None)"
"('form', 'anglicismo')","('misc', None)"
"('form', 'selfmademan')","('misc', None)"
"('form', 'suele')","('misc', None)"
"('form', 'referirse')","('misc', None)"
"('form', 'al')","('misc', None)"
"('form', 'dinero')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Pero')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'el')","('misc', None)"
"('form', 'caso')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'Jimmy')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'refiere')","('misc', None)"
"('form', 'a')","('misc', None)"
"('form', 'conocimiento')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Él')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'un')","('misc', None)"
"('form', 'hombre')","('misc', None)"
"('form', 'culto')","('misc', None)"
"('form', 'autoeducado')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'creó')","('misc', None)"
"('form', 'Wikipedia')","('misc', None)"
"('form', 'para')","('misc', None)"
"('form', 'poder')","('misc', None)"
"('form', 'aprender')","('misc', None)"
"('form', 'donde')","('misc', None)"
"('form', 'sea')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'esté')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Y')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'paso')","('misc', None)"
"('form', 'logró')","('misc', None)"
"('form', 'que')","('misc', None)"
"('form', 'todos')","('misc', None)"
"('form', 'pudiéramos')","('misc', None)"
"('form', 'hacer')","('misc', None)"
"('form', 'lo')","('misc', None)"
"('form', 'mismo')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Hoy')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'vida')","('misc', None)"
"('form', 'sin')","('misc', None)"
"('form', 'Wikipedia')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'inconcebible')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '""')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'cierra')","('misc', None)"
"('form', 'Varsavsky')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', '.')","('misc', None)"
"('form', 'Controversia')","('misc', None)"
"('form', 'y')","('misc', None)"
"('form', 'utilidad')","('misc', None)"
"('form', 'También')","('misc', None)"
"('form', 'Wikipedia')","('misc', None)"
"('form', 'es')","('misc', None)"
"('form', 'frente')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'importantes')","('misc', None)"
"('form', 'críticas')","('misc', OrderedDict([('SpaceAfter', 'No')]))"
"('form', ',')","('misc', None)"
"('form', 'en')","('misc', None)"
"('form', 'especial')","('misc', None)"
"('form', 'se')","('misc', None)"
"('form', 'cuestiona')","('misc', None)"
"('form', 'la')","('misc', None)"
"('form', 'calidad')","('misc', None)"
"('form', 'de')","('misc', None)"
"('form', 'la')","('misc', None)"
